ticker,Year_Quarter,year,quarter,Q1,Q2,Q3,Q4,revenue,grossProfit,costOfRevenue,operatingExpenses,snaExpenses,ebitda,operatingIncome,incomeBeforeTax,netIncome,rnd,net_plus_rnd,totalAssets,totalEquity,totalAssets_lag1,totalEquity_lag1,rnd_to_rev_ratio,sna_to_rev_ratio,grossProfitRatio,operatingIncomeRatio,netIncomeRatio,rnd_lag1,rnd_lag2,rnd_lag3,rnd_lag4,rnd_lag5,rnd_lag6,rnd_lag7,rnd_lag8,rnd_lag9,rnd_lag10,rnd_lag11,rnd_lag12,rnd_to_rev_ratio_lag1,rnd_to_rev_ratio_lag2,rnd_to_rev_ratio_lag3,rnd_to_rev_ratio_lag4,rnd_to_rev_ratio_lag5,rnd_to_rev_ratio_lag6,rnd_to_rev_ratio_lag7,rnd_to_rev_ratio_lag8,rnd_to_rev_ratio_lag9,rnd_to_rev_ratio_lag10,rnd_to_rev_ratio_lag11,rnd_to_rev_ratio_lag12,revenue_yoy,netIncome_yoy,grossProfit_yoy,rnd_yoy,ebitda_yoy,operatingIncome_yoy,incomeBeforeTax_yoy,costOfRevenue_yoy,snaExpenses_yoy,operatingExpenses_yoy,rnd_to_rev_ratio_yoy,sna_to_rev_ratio_yoy,grossProfitRatio_yoy,operatingIncomeRatio_yoy,netIncomeRatio_yoy,net_plus_rnd_yoy,gics_sectors,gics_sector_code,quarter_int,time_idx,revenue_log,revenue_lag1,revenue_lag4,totalAssets_log,totalEquity_log,totalAssets_lag1_log,totalEquity_lag1_log
MS,1995Q2,1995,Q2,0,1,0,0,1562.5,1562.5,0.0,1562.5,648.5,0.0,0.0,385.3,237.5,0.0,237.5,33656.3,4524.1,31579.5,4304.9,0.0,0.41504,1.0,0.0,0.152,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Financial ,40.0,2.0,1,7.354682176897896,1488.3,,10.423985250623746,8.41739495533735,10.36029512048987,8.367741454245444
MS,1995Q3,1995,Q3,0,0,1,0,1643.9,1643.9,0.0,1643.9,715.9,0.0,0.0,355.7,218.7,0.0,218.7,32881.1,4724.1,33656.3,4524.1,0.0,0.4354887766895796,1.0,0.0,0.1330372893728328,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Financial ,40.0,3.0,2,7.405434871078112,1562.5,,10.400683715743742,8.460644003725053,10.423985250623746,8.41739495533735
MS,1995Q4,1995,Q4,0,0,0,1,1724.9,1724.9,0.0,1724.9,720.9,0.0,0.0,292.6,178.1,0.0,178.1,38208.2,4833.7,32881.1,4724.1,0.0,0.4179372717258971,1.0,0.0,0.1032523624557945,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,Financial ,40.0,4.0,3,7.453503932537357,1643.9,,10.55083160329426,8.483574358392561,10.400683715743742,8.460644003725053
MS,1996Q1,1996,Q1,1,0,0,0,1775.5,1775.5,0.0,1775.5,762.2,0.0,0.0,400.4,245.8,0.0,245.8,35342.1,4912.7,38208.2,4833.7,0.0,0.4292875246409462,1.0,0.0,0.1384398760912419,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.1929718470738426,0.1067086897793787,0.1929718470738426,,,,0.1051614683963564,,0.2071586949635731,0.1929718470738426,,0.0118920223679446,0.0,,-0.0723094660666575,0.1067086897793787,Financial ,40.0,1.0,4,7.482400415461082,1724.9,1488.3,10.47285846132482,8.499782501156444,10.55083160329426,8.483574358392561
MS,1996Q2,1996,Q2,0,1,0,0,1815.9,1815.9,0.0,1815.9,754.3,0.0,0.0,388.1,238.8,0.0,238.8,36061.8,4953.3,35342.1,4912.7,0.0,0.4153863098188226,1.0,0.0,0.1315050388237237,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.1621760000000001,0.0054736842105262,0.1621760000000001,,,,0.0072670646249675,,0.1631457208943716,0.1621760000000001,,0.0008344010669394,0.0,,-0.1348352708965541,0.0054736842105262,Financial ,40.0,2.0,5,7.504887031108395,1775.5,1562.5,10.493017142106668,8.508011165341351,10.47285846132482,8.499782501156444
MS,1996Q3,1996,Q3,0,0,1,0,3114.0,3114.0,0.0,3114.0,1417.0,0.0,0.0,696.0,450.0,0.0,450.0,37191.3,4978.2,36061.8,4953.3,0.0,0.4550417469492614,1.0,0.0,0.1445086705202312,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.8942758075308717,1.0576131687242798,0.8942758075308717,,,,0.9567050885577736,,0.9793267216091636,0.8942758075308717,,0.044898907403116,0.0,,0.0862268105542209,1.0576131687242798,Financial ,40.0,3.0,6,8.043984431221553,1815.9,1643.9,10.523857029588696,8.513024514544018,10.493017142106668,8.508011165341351
MS,1996Q4,1996,Q4,0,0,0,1,2038.0,2038.0,0.0,2038.0,812.8,0.0,0.0,363.6,227.8,0.0,227.8,42413.6,5164.4,37191.3,4978.2,0.0,0.3988223748773307,1.0,0.0,0.1117762512266928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1815177691460374,0.279056709713644,0.1815177691460374,,,,0.2426520847573479,,0.1274795394645582,0.1815177691460374,,-0.0457362818339467,0.0,,0.0825539345363419,0.279056709713644,Financial ,40.0,4.0,7,7.620214770574455,3114.0,1724.9,10.655247921571409,8.549737822891965,10.523857029588696,8.513024514544018
MS,1997Q1,1997,Q1,1,0,0,0,2028.8,2028.8,0.0,2028.8,803.0,0.0,0.0,454.5,276.3,0.0,276.3,42260.0,5460.3,42413.6,5164.4,0.0,0.3958004731861199,1.0,0.0,0.1361888801261829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.1426640382990707,0.1240846216436126,0.1426640382990707,,,,0.1351148851148851,,0.0535292574127523,0.1426640382990707,,-0.0780061136946262,0.0,,-0.0162597369241748,0.1240846216436126,Financial ,40.0,1.0,8,7.615692545014718,2038.0,1775.5,10.651619953928417,8.605442135636872,10.655247921571409,8.549737822891965
MS,1997Q2,1997,Q2,0,1,0,0,3898.0,3898.0,0.0,3898.0,1779.0,0.0,0.0,883.0,527.0,0.0,527.0,269984.0,13155.0,42260.0,5460.3,0.0,0.4563878912262699,1.0,0.0,0.1351975371985633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.1465939754391758,1.2068676716917923,1.1465939754391758,,,,1.2751868075238335,,1.3584780591276684,1.1465939754391758,,0.0987071081503163,0.0,,0.0280787596267639,1.2068676716917923,Financial ,40.0,2.0,9,8.268475388982598,2028.8,1815.9,12.506121680881689,9.484633207308947,10.651619953928417,8.605442135636872
MS,1997Q3,1997,Q3,0,0,1,0,4492.0,4492.0,0.0,4492.0,2142.0,0.0,0.0,1106.0,678.0,0.0,678.0,282480.0,12787.0,269984.0,13155.0,0.0,0.4768477292965271,1.0,0.0,0.1509349955476402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.4425176621708413,0.5066666666666666,0.4425176621708413,,,,0.5890804597701149,,0.5116443189837685,0.4425176621708413,,0.0479208391174208,0.0,,0.0444701691896705,0.5066666666666666,Financial ,40.0,3.0,10,8.41027590907016,3898.0,3114.0,12.551366570669636,9.456262510179732,12.506121680881689,9.484633207308947
